airport,x,y
UGN,991566.4791697655,-212949.77225354628
LOT,985814.4059496357,-305513.32899237616
IL79,1002860.1999775277,-260371.8565210991
10LL,1021194.9611339926,-268674.91425427125
IL69,1021146.7775986477,-278606.4992145358
6IS7,1015008.2223663724,-267965.09660613094
IL70,1013393.760023289,-263066.70990440686
4IS3,1023098.9706918346,-279326.79815014265
ARR,952192.2737254928,-291916.41517633095
IL75,1016212.7447786267,-270933.46688131674
TF8,1010439.2447650307,-307375.17032954714
IL82,947339.3652197707,-479527.36099242885
7IS3,924720.732693388,-478766.24975547596
II41,945707.5192567136,-472762.17893075425
33IL,940673.8724108266,-474070.1865561468
74IS,804921.5654846774,-342285.34919978323
IL91,849233.6523731564,-677855.6715586357
IL84,750186.8242915898,-451285.3847507474
C82,901010.4741316248,-300025.8450165512
IL87,900855.368011548,-305821.54586987314
IL88,901005.5366975752,-309859.39377693104
2IS9,950703.8101109988,-426399.13708453806
40IL,948583.040260348,-378599.3516550134
6LL9,907987.2377437546,-699828.826837055
93IS,1046335.1124598553,-461992.7863146146
IL23,862933.1851402869,-228649.7151390447
DEC,948140.9322784625,-510306.0377365177
8IS6,939588.9462708316,-507824.0930079079
9IS3,942581.4912017924,-511763.9286261909
49LL,934509.9390064818,-510999.42654501525
0IS3,853719.6323040689,-317639.72221716854
DKB,930936.6956089399,-276683.4447015241
0IL6,929223.4418032584,-273904.54575100745
0IL9,925427.1169484479,-286340.4605626725
2IL1,873151.3767866499,-230528.50940846268
9IL1,872765.083920923,-228691.85801355206
47IS,869807.4414205212,-222230.69104583826
DTG,964879.713143138,-362050.2963520635
61IS,970306.2658799262,-370040.26925921405
2IL2,964203.8330081629,-371062.71511493996
08LL,961555.772847744,-368971.8269738984
IL99,914473.694017454,-317288.03667048784
06IL,922384.2786518835,-315456.18552752794
2IL3,799102.7181526059,-340531.51148231776
9LL5,900466.9900732388,-537191.333975988
1H2,987327.3441860169,-590771.0190868508
11IS,985114.7461590882,-584986.4264075527
77IL,986280.3027886369,-589843.0695095652
II31,986499.4393845696,-352724.1563783958
26IS,964791.7097056798,-403225.82275689626
4IL2,961167.1967543769,-399048.91423239594
FWC,1007721.0607840735,-665651.9967045833
57IS,1020737.4172059413,-670771.3872167498
9IL8,1010922.3234621594,-664997.1137124946
IS26,964210.9605130191,-468900.83824181044
35IS,961120.1421057496,-542936.7235522557
GBG,802047.8020481032,-404953.398368702
5IL3,807272.0865827937,-402359.017913581
IL89,807250.8333004661,-398888.9800907696
3G8,822339.636088337,-346286.9037880612
9IS7,817332.9471704438,-345118.2895912423
3LL2,818187.4346978999,-344394.6552306737
76IL,961155.290718147,-277655.9127405308
30IS,935379.6293563559,-259930.6334368328
9IS8,980436.4445285879,-433300.3086023602
9IS2,988916.0354499322,-431805.78236404917
7IS5,954841.6231036503,-252203.9605780872
LL45,875700.7210658477,-592884.4953099401
4IS9,865199.9622395681,-604976.760276869
IL15,796751.1569332368,-446862.09094685357
CPS,854779.8525962442,-663979.1594928645
CIR,955593.894561872,-820186.931112683
56IL,909323.694702127,-220248.6850715703
IL51,974683.7995128311,-371294.52568913304
CTK,836471.3344050465,-442209.67370310455
97IL,839612.673866926,-443629.10779474897
09LL,919935.1648010857,-218117.30763685395
LL28,922565.3022575873,-221722.21040315382
MDH,943278.4293008858,-741753.105136196
6IL8,937677.3808588049,-655410.9035609226
LL59,858724.2570903456,-663599.4743287667
IL56,994032.855054153,-460533.287653267
CMI,994844.5501680748,-480863.47795035475
IL59,976131.2553957273,-326751.26235023804
30LL,822197.5306553236,-535229.4437931812
25IS,875572.9531112527,-534075.1290480411
4LL4,1003728.155357591,-374083.7959102115
IL63,951657.7154469063,-412556.9171215791
11LL,943980.5457560176,-411024.6704107268
LL35,1030675.129839657,-285674.7742962965
MDW,1011185.7905791267,-281702.30650750065
ORD,995411.7016669,-262546.73068444384
PWK,993762.9289673535,-247316.96572841192
3CK,958042.238103257,-242125.17381622814
75IS,1020093.5434782803,-267894.4530711505
DPA,968758.7472867441,-274332.8404663296
IGQ,1033512.4017185941,-306606.6353566599
IL77,1013800.3441394123,-288387.3993288237
06C,979462.8571664786,-263507.3292355056
4H1,982510.0266540917,-256443.0751030858
IL81,1000770.8617854894,-378987.5014616435
IL93,912914.9196853761,-277873.12778929336
IS79,955174.5482266945,-239179.37486197567
IL18,960912.0819474624,-240166.84935144754
IL95,987754.3892382953,-348582.26594370976
9LL2,911441.7714551669,-717170.3685147233
27IS,988731.8466415646,-694083.8630454345
8IS5,1006776.763347335,-391554.27284339926
DNV,1049575.355807581,-454638.572639808
IS88,1042059.1398318006,-461540.19716184406
IL00,1052906.9435222822,-465411.41876890056
7IS4,1055612.2534764118,-461396.1634126536
6IS5,995528.9939258046,-253730.1214565839
C73,871724.4943645314,-295889.2027051443
49IS,868857.1189584788,-295059.1515992147
78IL,868097.8897935717,-292001.0027961322
6IL5,956511.1292297732,-783940.6923602753
0IS6,956504.526116065,-786282.7887740397
01IS,835271.4924706952,-616360.6021801471
0IL4,989774.4948965907,-281189.4367833424
LL22,991814.0954589639,-290588.2113225125
14IS,941286.0073874532,-714298.4349381964
IL05,973902.6972319722,-578971.843929938
2IL8,964159.8147411644,-262215.48124428623
IS20,960358.9222649568,-260965.0948789857
25LL,959542.3958720906,-257066.97856783032
23IL,986021.2316830893,-260808.21163415298
7IL6,994836.6168568354,-275285.23485202214
2IS3,850960.9362769859,-372839.49737882364
1IL0,923398.9147283562,-407990.3567821336
LL13,1022203.7687218548,-700689.5073971571
3H5,821788.1283037227,-319140.1907748915
IS15,913390.4216282382,-268001.7211123122
62IS,1025125.6191837726,-470947.54596506426
FOA,1000089.4438288364,-634547.7922155927
30IL,998211.7991855015,-633085.966231684
64IS,966672.2175304458,-220281.3325094662
IL44,965963.940240727,-218851.6958322114
15IL,886431.1994145995,-298060.79955555935
FEP,854927.4149394234,-251740.30897843014
50IS,849700.9346730349,-246946.36250407103
IL47,854534.3265187155,-236957.63968797945
22IL,786084.4252062037,-241604.80316556568
13IL,780981.1479225727,-237970.57439240222
IS09,984361.6931881391,-271227.15697575686
0IS2,998062.9526328817,-249012.91075734977
8IS3,823512.4923661238,-622518.454256775
3IS9,923004.6653123712,-760630.3799612769
38LL,854192.2678981053,-649534.1988742581
7IL0,1033829.1781396803,-336328.10447365977
IL61,990180.8313175145,-778219.0802946195
C81,976405.282850216,-226191.61785994997
LL14,981477.4853768571,-223971.27569417452
GRE,918187.3002680426,-626331.1448970947
59IS,914904.2775883707,-619226.3357474044
10C,950766.433936483,-221101.6903106752
39LL,735353.7687869323,-472460.58835641283
IL32,969526.4421918497,-513129.04611651326
68IS,939453.9482770647,-251330.20191838522
7IL7,942109.0665014734,-253420.90484674257
3IS4,792111.0058620032,-254689.01764403636
36LL,807201.3628929409,-603535.5867738306
7IL8,926223.0906874873,-323993.441807736
4IS4,1007429.0460279782,-738307.1297038476
HSB,1003932.5995178852,-729904.9404285213
0C0,929902.2196837959,-224107.12654025646
H07,896465.3849373033,-635478.8244136968
9IL5,998492.8567394795,-237073.6265957397
8IS4,905200.2694696694,-592614.0275933367
1LL5,898059.1305859954,-583303.6630713887
9IL7,814252.0997940442,-328252.1691527711
79IS,809223.1586740392,-571385.6710237779
0C2,933540.6488136378,-294652.2042500802
IL03,975323.4806480575,-256796.22873265092
6IS8,1028319.898583279,-481438.70929502306
01IL,1040204.9846882627,-426981.30497271346
04IL,924860.0834272333,-423238.7653412627
LL49,838647.1731158182,-610805.1430332894
JOT,980725.63149135,-316430.02088280814
6IS9,983702.0546747838,-314715.50373729423
LL77,799131.9473464431,-588178.4112538097
3KK,1008568.0522348345,-359380.92848744785
IKK,1014845.9387912339,-361673.4492730844
10IL,1011121.3227416468,-356191.9981041745
IL78,1018372.482397401,-354416.85631490865
11IL,1011852.3111623225,-356563.815393679
12IL,998736.3536851031,-349570.9942781228
EZI,837490.9749069154,-370749.6169251099
0IL5,838609.1099922755,-368764.4703378465
32IS,763121.3663897258,-499244.869688631
LWV,1071303.9463430722,-613030.5574524482
1LL1,1064219.4647570066,-618165.8234939695
IS34,1069812.4278067173,-619734.9743239557
48LL,866630.4260242652,-263799.2912559328
6IS2,992371.6666753659,-297323.5373195083
96IL,831675.1495336507,-240210.45589898925
34IL,836287.6654933933,-465386.97769955505
02IS,986678.025392831,-230302.42560916825
IL64,889839.4053101274,-479139.48143493355
20LL,899411.3727924974,-480999.305986001
5IS8,959785.342893501,-229492.1738947546
9IL6,896468.6085121399,-440965.36113112746
1IL9,919774.5727732427,-461770.7067574229
3LL8,1001295.6179127785,-700742.5849863231
0IL0,1000914.4894910646,-699438.1981803185
MQB,788655.8444858509,-453318.5319604968
46IL,788606.3882275625,-461823.53467456327
IL45,862374.491766377,-447968.478222132
04IS,968178.0461568126,-468879.19000445114
6IL3,973516.2896263734,-467214.97401488025
19LL,1005871.3207573604,-342102.94241632614
5IL4,900272.2196434042,-691386.70469331206
67IL,944354.8871776673,-339555.9393138009
69IL,941529.3079999016,-339154.13103935827
8IS9,870630.6470564161,-643518.8864973388
MTO,1002934.7024360377,-542767.9619694466
21IL,1003284.1353043023,-541438.8703973441
IL43,991490.7707566706,-542717.8507443529
5IL5,969746.2629284252,-347033.1031926571
14LL,1001701.0665150073,-268993.64187580167
81LL,897826.0392048841,-322174.9182825534
IL22,901874.4936090626,-326953.21987501596
MLI,789353.6062731321,-349255.42970866116
IS97,787096.3518893502,-347327.15015912993
I04,790435.4562923792,-347804.43000611564
C56,1023714.1432671291,-325856.4753519328
03IL,1012043.5424157646,-324815.5887059981
2IL9,1014458.0546753575,-320950.4734810284
C66,785477.8275772324,-407798.7932070209
LL01,783248.8411539982,-408960.2911985597
1LL4,959080.1115721059,-492814.26249045564
MVN,970009.7051589397,-677047.9309500116
75IL,963488.8835111682,-679174.7976529342
4IL6,963519.2370104599,-680853.511584368
5LL1,941488.9345372992,-531929.8355339037
5LL2,952373.0156039423,-534928.5504508867
5LL3,1014184.5064186358,-508348.18698767526
IS38,936936.8316616116,-743084.0972315678
4IL8,932120.867720136,-745630.465308014
LL10,975101.1343387336,-292641.5162624829
LL11,978755.3862220695,-289378.3965717136
2LL8,923656.9945318406,-681403.1727244216
9IS0,731443.0560259711,-457020.12509997503
8IL0,930236.7363334054,-229610.77573751044
8IL2,931280.254943628,-214656.8431728258
8IL4,931688.2977129036,-221146.3008134492
IL92,1021662.1174846643,-300433.6528249063
IS17,1020733.6741460671,-299841.9313569546
31IS,841544.9068125256,-471073.29779929825
9I0,845280.308217822,-479976.26968195714
8IL8,1019223.6814053936,-305089.98422469525
4IS5,877436.113005219,-696195.8876620688
9IL0,886898.6928116583,-376932.3130451714
5IL0,962657.5144589349,-736615.1947391271
9IS9,933487.5581458842,-456125.2883880496
6IL2,950081.4095229589,-241659.7049795422
82IS,952456.9693382969,-250088.19741038105
IL71,951424.5292654857,-736085.1028211057
IL67,968687.856992038,-698953.161640762
1IL1,908707.4591101266,-582028.180613628
83IS,945038.6626256465,-668806.3030286254
IJX,832729.5784734595,-531703.0785603318
84IS,831190.8647625841,-534897.4228262949
IL98,990943.0494097159,-319218.5140336078
0LL1,834721.839268624,-607683.9216668847
0LL3,832747.9761104247,-612301.2438769265
27IL,831917.4984909748,-606214.7482700923
00IS,923743.7588584176,-492122.2791271672
16IL,918654.2386419734,-265334.98959760874
IS59,910149.0405648407,-257047.2116929202
C75,887976.9373562722,-385286.3890760283
18IL,999977.5365668323,-282141.69699048874
IS55,763488.5963490801,-448213.89245180815
5IS4,956402.7349268501,-516867.3576968492
45IL,994617.5402483961,-231426.73914236887
35IL,895930.617475797,-326393.63358557323
6IL4,831266.6213984822,-264358.94043281605
0LL4,904120.8665239835,-338190.53451320605
37IL,905215.37017868,-482455.2802382207
AAA,904032.5464997948,-479767.0744821561
2LL3,910593.7700431109,-489262.9270414298
8IS8,976419.1133573926,-216227.5340499923
3LF,888536.0817703836,-593504.7517158863
73IL,891228.5006332508,-591052.713077349
4IL0,889314.3630888651,-593625.2483289728
IL65,778117.8647751671,-400198.6702956209
1LL9,870715.1353318515,-537975.0011519694
IS00,899682.2080582655,-403648.91574526427
58IL,1011116.3651133536,-343419.0873068547
59IL,935868.6407789384,-276874.08040081273
62IL,935442.6437728992,-247671.05238194915
63IL,936276.1032176465,-247866.5286250544
64IL,929521.9271013186,-242249.8154624594
IS57,933216.218173242,-248702.04935213816
37IS,933138.3482231995,-231557.35207996654
66IL,936880.0558810949,-238174.29272335148
MWA,964589.0323719298,-741550.5396939846
58IS,969921.0372195317,-744416.3831684652
5IL6,966374.714415361,-742681.4366641247
3LL1,898159.6788418991,-697694.1551312065
14IL,905251.9183556049,-323060.6338046352
M30,995211.6476121421,-801614.8597310386
3IL4,882659.2124040524,-485574.9349734661
1IL4,858669.5604220278,-680445.6931995242
81IL,898209.4117754349,-449470.7968985297
4IS6,911244.7524090523,-392136.8435136452
83IL,913164.3264884951,-396125.048334167
IS18,923332.399968937,-398354.8120125679
44IL,968105.9340159204,-315831.4153675126
52IS,975293.5594570166,-331941.0285322732
87IL,973231.1412235395,-317632.7280270587
37LL,874946.0537848677,-720078.8505451177
40LL,970670.0918519138,-481870.10630827537
C09,962125.0333940714,-329571.8741078626
LL04,962238.2634852666,-335701.8176495202
4IL5,827279.5880967324,-313689.55887619295
5LL9,830083.8499235442,-303874.5411145962
LL39,959767.8873357947,-348724.49182262825
AJG,1063354.0901564695,-631977.3103663111
67IS,1062479.8797123942,-652948.2764971978
5LL0,1056854.0330871877,-655235.3097923785
LL07,825735.10967216,-275859.3389249075
C55,873256.4580354455,-272849.34514790185
I63,782237.1274678755,-513914.0905274529
06IS,736141.1282837641,-456149.64068623533
38IS,728676.3690082615,-452961.1425332245
0C8,945308.360793269,-321287.5923817019
IS41,947302.4093704355,-327601.2752988242
LL26,883042.7539186802,-693645.4276230986
3LL6,891045.751875132,-685944.5148648424
6LL4,881332.167330696,-694694.6433261008
83LL,884052.9562235308,-690322.0021932214
6LL5,853488.1065931873,-527540.8880970079
IL24,863712.8113988165,-535481.6784506171
69LL,746479.9552176453,-372151.20246973104
3IL1,892693.3178769321,-619580.7081439669
9IL9,996191.4214577784,-311030.5787538797
6LL6,898219.2441868868,-667490.2048981807
7LL3,1021552.6250630196,-601519.4816791851
6LL7,1019028.4456929447,-595385.4533185743
IS27,919207.3559209369,-574021.7365024678
IL25,928226.3220407127,-438605.8142400605
8LL4,1031327.855757014,-622132.3135396712
OLY,1023010.7715685372,-624909.5224666027
IS30,1018900.559034275,-310107.5939241361
71IL,999352.9271526274,-255053.9585801154
3IS5,888136.395945499,-535016.3944977343
LL54,907496.0066389577,-303996.9823944379
1C1,1001107.7068295765,-433780.0620923352
LL32,1005496.5505571272,-433022.2390095529
88LL,834770.2963840204,-260399.687192959
5IL1,877587.7007141317,-237559.40673425392
IS58,871953.586328073,-242671.11836352304
IS19,874722.6552023725,-239155.85566461063
IS78,881481.8230964016,-234781.80195156613
8IL5,871775.3700409904,-235860.18002847012
61LL,900573.6204740294,-635658.1349903414
C15,870955.3139434438,-447021.8815930125
5IL2,927699.9310261217,-711638.4155529664
LL46,993100.3233477746,-391458.54312911374
PPQ,788481.2063029405,-552002.3338796032
IS44,785823.5536349884,-555859.8049779283
LL51,971317.7299977901,-308058.8789194172
3LL9,898853.5085568498,-632386.7431421794
LL55,860246.0640598916,-279720.37521950545
00IL,860372.3944921419,-281107.75594790804
PNT,952614.4403346166,-387190.67201359867
70LL,941883.9409787783,-386737.4657769501
71LL,959158.6361439625,-395487.9498814268
2LL7,943025.1946716635,-387364.5822879964
78IS,872946.7833356251,-702196.9876919608
91LS,869455.0606956045,-702703.9337586812
86IS,901924.9744189006,-410355.19503807847
RSV,1063597.5299994014,-585848.3820120948
35LL,1054999.3284851287,-587186.3322386568
RPJ,900939.3939703213,-285412.99728958413
LL74,901802.909271676,-272290.06389012805
IL41,901733.464794749,-281306.9705603509
IS93,858939.2772589024,-229167.39685792863
LL91,863080.016621782,-231625.89875546354
LL90,907535.1294849762,-222325.78883980526
76IS,985196.1534858919,-254857.840956701
LL95,979513.5290341447,-263829.21729691315
95IL,1021661.1150835179,-763941.0449572481
94IS,951306.324434994,-726846.7730775028
5K4,798728.1103416333,-497251.1566638177
4IL4,963379.3962197263,-595644.2273712246
IL48,882774.764709091,-642376.4790120905
9IL2,1015479.9618467015,-474898.64130145084
0LL5,1010425.1919156191,-470571.86559703184
SLO,956461.8936935108,-643003.6050953133
5IL9,957783.0763742765,-642868.5952785193
IS65,940340.9993466208,-308608.7355649053
2LL1,938120.8351783856,-319790.34266410064
2LL2,787335.353690116,-364444.2271158438
80IL,881078.4269095738,-225247.84716004602
96IS,1033790.544944668,-493864.59042813245
2IL6,1035875.1850607827,-491785.71177328087
2LL6,796176.3908613394,-343191.2582904809
49IL,937134.4961038927,-314119.9800559603
3LL0,890981.1176373063,-219418.006023616
IS23,964051.3003210991,-263705.8808175617
4IS8,887758.3954001174,-497233.4496500048
SAR,899601.5349067604,-705740.4065995818
4LL1,900836.8341672989,-289747.31826168555
9IL4,904752.2035032673,-294500.7144619192
4IL3,885202.081214846,-259399.14648900772
3IL3,889413.1588308826,-263025.3247266902
99IL,823770.1270701214,-251107.14175775414
IS54,927093.3179851733,-534446.4028251219
LL52,923023.5615447891,-364648.38187332265
54IL,934849.4227949792,-366687.82026180543
IS29,932320.3711136591,-368751.2883409076
85IL,971821.9853854981,-529229.6808022397
IS08,826752.8571773181,-477705.7128665984
